"Unique ID","Indicator ID","Name","Measure","Measure Info","Geo Type Name","Geo Join ID","Geo Place Name","Time Period","Start_Date","Data Value","Message"
"799860","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","Borough","4","Queens","2014","01/01/2014","0.835838",
"799859","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","Borough","3","Manhattan","2014","01/01/2014","0.898073",
"799849","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","407","Southwest Queens","2014","01/01/2014","1.310108056",
"799826","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","205","Sunset Park","2014","01/01/2014","1.484163971",
"799813","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","503","Willowbrook","2014","01/01/2014","0.660120954",
"799779","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","107","Hunts Point - Mott Haven","2014","01/01/2014","1.060250229",
"799839","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","307","Gramercy Park - Murray Hill","2014","01/01/2014","1.736315657",
"799854","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","502","Stapleton - St. George","2014","01/01/2014","1.296787643",
"799864","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","Borough","2","Brooklyn","2014","01/01/2014","1.550691",
"799816","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","102","Northeast Bronx","2014","01/01/2014","1.540727456",
"799807","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","407","Southwest Queens","2014","01/01/2014","0.814050258",
"799815","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","101","Kingsbridge - Riverdale","2014","01/01/2014","1.528911328",
"799838","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","306","Chelsea - Clinton","2014","01/01/2014","1.734654443",
"799773","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","101","Kingsbridge - Riverdale","2014","01/01/2014","0.903530237",
"799811","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","501","Port Richmond","2014","01/01/2014","0.694034504",
"799823","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","202","Downtown - Heights - Slope","2014","01/01/2014","1.610207053",
"799822","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","201","Greenpoint","2014","01/01/2014","1.668330929",
"799774","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","102","Northeast Bronx","2014","01/01/2014","0.933674632",
"799786","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","207","East Flatbush - Flatbush","2014","01/01/2014","0.959188056",
"799857","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","Borough","1","Bronx","2014","01/01/2014","0.935807",
"799842","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","310","Lower Manhattan","2014","01/01/2014","1.481061514",
"799868","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","Citywide","1","New York City","2014","01/01/2014","1.489027",
"799808","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","408","Jamaica","2014","01/01/2014","0.80397314",
"799820","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","106","High Bridge - Morrisania","2014","01/01/2014","1.727340714",
"799778","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","106","High Bridge - Morrisania","2014","01/01/2014","1.081733049",
"799862","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","Citywide","1","New York City","2014","01/01/2014","0.871137",
"799847","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","405","Ridgewood - Forest Hills","2014","01/01/2014","1.600413031",
"799827","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","206","Borough Park","2014","01/01/2014","1.58232381",
"799796","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","306","Chelsea - Clinton","2014","01/01/2014","1.077311948",
"799858","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","Borough","2","Brooklyn","2014","01/01/2014","0.911667",
"799784","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","205","Sunset Park","2014","01/01/2014","0.892123903",
"799850","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","408","Jamaica","2014","01/01/2014","1.376572779",
"799793","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","303","East Harlem","2014","01/01/2014","1.047140273",
"799782","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","203","Bedford Stuyvesant - Crown Heights","2014","01/01/2014","0.981515744",
"799805","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","405","Ridgewood - Forest Hills","2014","01/01/2014","0.998568288",
"799835","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","303","East Harlem","2014","01/01/2014","1.724264271",
"799824","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","203","Bedford Stuyvesant - Crown Heights","2014","01/01/2014","1.569592412",
"799856","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","504","South Beach - Tottenville","2014","01/01/2014","1.269362282",
"799852","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","410","Rockaways","2014","01/01/2014","1.086623632",
"799775","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","103","Fordham - Bronx Pk","2014","01/01/2014","0.964043941",
"799806","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","406","Fresh Meadows","2014","01/01/2014","0.866529557",
"799825","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","204","East New York","2014","01/01/2014","1.506974231",
"799777","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","105","Crotona -Tremont","2014","01/01/2014","0.977214616",
"799831","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","210","Coney Island - Sheepshead Bay","2014","01/01/2014","1.596150486",
"799844","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","402","West Queens","2014","01/01/2014","1.739220438",
"799834","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","302","Central Harlem - Morningside Heights","2014","01/01/2014","1.714982152",
"799795","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","305","Upper East Side","2014","01/01/2014","1.048126153",
"799853","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","501","Port Richmond","2014","01/01/2014","1.357900535",
"799843","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","401","Long Island City - Astoria","2014","01/01/2014","1.741466734",
"799810","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","410","Rockaways","2014","01/01/2014","0.573658504",
"799812","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","502","Stapleton - St. George","2014","01/01/2014","0.681537384",
"799794","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","304","Upper West Side","2014","01/01/2014","0.956724623",
"799836","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","304","Upper West Side","2014","01/01/2014","1.609953172",
"799867","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","Borough","5","Staten Island","2014","01/01/2014","1.283186",
"799791","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","301","Washington Heights","2014","01/01/2014","1.018010151",
"799863","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","Borough","1","Bronx","2014","01/01/2014","1.60848",
"799837","647","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","UHF42","305","Upper East Side","2014","01/01/2014","1.733417367",
"213759","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","106","Stuyvesant Town and Turtle Bay (CD6)","Winter 2013-14","12/01/2013","15.55",
"213247","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","301","Greenpoint and Williamsburg (CD1)","Winter 2013-14","12/01/2013","29.92",
"213265","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","401","Long Island City and Astoria (CD1)","Winter 2013-14","12/01/2013","28.53",
"212063","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","102","Northeast Bronx","Annual Average 2014","12/01/2013","9",
"211573","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","403","Flushing - Clearview","Winter 2013-14","12/01/2013","26.95",
"213610","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","310","Bay Ridge and Dyker Heights (CD10)","Annual Average 2014","12/01/2013","19.63",
"213612","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","312","Borough Park (CD12)","Annual Average 2014","12/01/2013","20.62",
"214150","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","401","Long Island City and Astoria (CD1)","Annual Average 2014","12/01/2013","9.2",
"211578","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","410","Rockaways","Winter 2013-14","12/01/2013","22.68",
"213779","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","302","Fort Greene and Brooklyn Heights (CD2)","Winter 2013-14","12/01/2013","12.96",
"211863","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","202","Downtown - Heights - Slope","Winter 2013-14","12/01/2013","12.93",
"214130","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","211","Morris Park and Bronxdale (CD11)","Annual Average 2014","12/01/2013","8.92",
"211873","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","301","Washington Heights","Winter 2013-14","12/01/2013","12.93",
"214140","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","309","South Crown Heights and Lefferts Gardens (CD9)","Annual Average 2014","12/01/2013","9.04",
"213774","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","209","Parkchester and Soundview (CD9)","Winter 2013-14","12/01/2013","12.25",
"213267","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","403","Jackson Heights (CD3)","Winter 2013-14","12/01/2013","29.26",
"211859","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","102","Northeast Bronx","Winter 2013-14","12/01/2013","12.2",
"213281","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","503","Tottenville and Great Kills (CD3)","Winter 2013-14","12/01/2013","20.56",
"212699","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","404","Bayside - Little Neck","Winter 2013-14","12/01/2013","10.87",
"213754","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","101","Financial District (CD1)","Winter 2013-14","12/01/2013","14.51",
"214142","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","311","Bensonhurst (CD11)","Annual Average 2014","12/01/2013","8.57",
"213233","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","111","East Harlem (CD11)","Winter 2013-14","12/01/2013","30.08",
"212298","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","202","Downtown - Heights - Slope","Winter 2013-14","12/01/2013","29.89",
"212689","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","304","Upper West Side","Winter 2013-14","12/01/2013","13.77",
"212555","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","207","East Flatbush - Flatbush","Annual Average 2014","12/01/2013","20.47",
"212951","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","404","Bayside - Little Neck","Annual Average 2014","12/01/2013","8.31",
"213769","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","204","Highbridge and Concourse (CD4)","Winter 2013-14","12/01/2013","13.34",
"211394","375","Nitrogen dioxide (NO2)","Mean","ppb","Borough","5","Staten Island","Annual Average 2014","12/01/2013","14.18",
"214121","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","202","Hunts Point and Longwood (CD2)","Annual Average 2014","12/01/2013","9.96",
"213234","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","112","Washington Heights and Inwood (CD12)","Winter 2013-14","12/01/2013","26.28",
"212085","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","407","Southwest Queens","Annual Average 2014","12/01/2013","8.39",
"213593","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","205","Fordham and University Heights (CD5)","Annual Average 2014","12/01/2013","22.74",
"211775","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","401","Long Island City - Astoria","Annual Average 2014","12/01/2013","22.07",
"213758","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","105","Midtown (CD5)","Winter 2013-14","12/01/2013","17.44",
"214145","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","314","Flatbush and Midwood (CD14)","Annual Average 2014","12/01/2013","8.88",
"211409","365","Fine particles (PM 2.5)","Mean","mcg/m3","Borough","5","Staten Island","Winter 2013-14","12/01/2013","11.78",
"213614","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","314","Flatbush and Midwood (CD14)","Annual Average 2014","12/01/2013","20",
"213785","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","308","Crown Heights and Prospect Heights (CD8)","Winter 2013-14","12/01/2013","12.01",
"214156","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","407","Flushing and Whitestone (CD7)","Annual Average 2014","12/01/2013","8.69",
"211579","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","305307","Upper East Side-Gramercy","Winter 2013-14","12/01/2013","36.2",
"211580","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","306308","Chelsea-Village","Winter 2013-14","12/01/2013","35.91",
"212573","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","404","Bayside - Little Neck","Annual Average 2014","12/01/2013","17.44",
"212065","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","104","Pelham - Throgs Neck","Annual Average 2014","12/01/2013","8.97",
"212685","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","211","Williamsburg - Bushwick","Winter 2013-14","12/01/2013","14.01",
"212678","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","204","East New York","Winter 2013-14","12/01/2013","11.03",
"213227","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","105","Midtown (CD5)","Winter 2013-14","12/01/2013","40.99",
"211558","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","203","Bedford Stuyvesant - Crown Heights","Winter 2013-14","12/01/2013","29.41",
"212079","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","303","East Harlem","Annual Average 2014","12/01/2013","9.84",
"212075","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","210","Coney Island - Sheepshead Bay","Annual Average 2014","12/01/2013","8.37",
"211882","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","408","Jamaica","Winter 2013-14","12/01/2013","10.93",
"211885","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","305307","Upper East Side-Gramercy","Winter 2013-14","12/01/2013","15.35",
"212069","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","204","East New York","Annual Average 2014","12/01/2013","9.04",
"213796","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","401","Long Island City and Astoria (CD1)","Winter 2013-14","12/01/2013","12.3",
"211435","365","Fine particles (PM 2.5)","Mean","mcg/m3","Borough","1","Bronx","Annual Average 2014","12/01/2013","9.27",
"214139","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","308","Crown Heights and Prospect Heights (CD8)","Annual Average 2014","12/01/2013","9.2",
"212684","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","210","Coney Island - Sheepshead Bay","Winter 2013-14","12/01/2013","11.04",
"211868","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","207","East Flatbush - Flatbush","Winter 2013-14","12/01/2013","11.7",
"212676","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","202","Downtown - Heights - Slope","Winter 2013-14","12/01/2013","12.93",
"211584","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","503504","Southern SI","Winter 2013-14","12/01/2013","21.06",
"211890","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","503504","Southern SI","Winter 2013-14","12/01/2013","11.77",
"212543","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","102","Northeast Bronx","Annual Average 2014","12/01/2013","18.97",
"211756","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","101","Kingsbridge - Riverdale","Annual Average 2014","12/01/2013","17.1",
"212925","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","106","High Bridge - Morrisania","Annual Average 2014","12/01/2013","9.87",
"213616","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","316","Brownsville (CD16)","Annual Average 2014","12/01/2013","20.91",
"213803","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","408","Hillcrest and Fresh Meadows (CD8)","Winter 2013-14","12/01/2013","11.06",
"212677","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","203","Bedford Stuyvesant - Crown Heights","Winter 2013-14","12/01/2013","11.94",
"212698","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","403","Flushing - Clearview","Winter 2013-14","12/01/2013","11.46",
"212708","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","503","Willowbrook","Winter 2013-14","12/01/2013","12.13",
"212673","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","106","High Bridge - Morrisania","Winter 2013-14","12/01/2013","13.2",
"211759","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","104","Pelham - Throgs Neck","Annual Average 2014","12/01/2013","19.26",
"212321","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","404","Bayside - Little Neck","Winter 2013-14","12/01/2013","25.08",
"212688","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","303","East Harlem","Winter 2013-14","12/01/2013","12.58",
"212331","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","504","South Beach - Tottenville","Winter 2013-14","12/01/2013","20.59",
"212690","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","305","Upper East Side","Winter 2013-14","12/01/2013","14.39",
"211778","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","405","Ridgewood - Forest Hills","Annual Average 2014","12/01/2013","20",
"214131","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","212","Williamsbridge and Baychester (CD12)","Annual Average 2014","12/01/2013","8.91",
"211876","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","304","Upper West Side","Winter 2013-14","12/01/2013","13.77",
"211781","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","409","Southeast Queens","Annual Average 2014","12/01/2013","17.28",
"211557","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","202","Downtown - Heights - Slope","Winter 2013-14","12/01/2013","29.89",
"212705","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","410","Rockaways","Winter 2013-14","12/01/2013","9.87",
"212558","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","210","Coney Island - Sheepshead Bay","Annual Average 2014","12/01/2013","17.63",
"211572","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","402","West Queens","Winter 2013-14","12/01/2013","29.51",
"211568","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","302","Central Harlem - Morningside Heights","Winter 2013-14","12/01/2013","29.87",
"213798","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","403","Jackson Heights (CD3)","Winter 2013-14","12/01/2013","11.67",
"213621","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","403","Jackson Heights (CD3)","Annual Average 2014","12/01/2013","21.72",
"213579","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","103","Lower East Side and Chinatown (CD3)","Annual Average 2014","12/01/2013","25.72",
"213237","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","203","Morrisania and Crotona (CD3)","Winter 2013-14","12/01/2013","27.77",
"211361","375","Nitrogen dioxide (NO2)","Mean","ppb","Borough","2","Brooklyn","Winter 2013-14","12/01/2013","27.78",
"213597","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","209","Parkchester and Soundview (CD9)","Annual Average 2014","12/01/2013","20.2",
"211877","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","401","Long Island City - Astoria","Winter 2013-14","12/01/2013","13.06",
"213762","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","109","Morningside Heights and Hamilton Heights (CD9)","Winter 2013-14","12/01/2013","13.17",
"213585","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","109","Morningside Heights and Hamilton Heights (CD9)","Annual Average 2014","12/01/2013","23.55",
"213806","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","411","Bayside and Little Neck (CD11)","Winter 2013-14","12/01/2013","10.87",
"214128","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","209","Parkchester and Soundview (CD9)","Annual Average 2014","12/01/2013","9.12",
"214119","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","112","Washington Heights and Inwood (CD12)","Annual Average 2014","12/01/2013","9.46",
"213278","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","414","Rockaway and Broad Channel (CD14)","Winter 2013-14","12/01/2013","22.58",
"211762","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","203","Bedford Stuyvesant - Crown Heights","Annual Average 2014","12/01/2013","21.75",
"211881","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","407","Southwest Queens","Winter 2013-14","12/01/2013","10.95",
"211576","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","408","Jamaica","Winter 2013-14","12/01/2013","26.89",
"214112","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","105","Midtown (CD5)","Annual Average 2014","12/01/2013","14.19",
"211884","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","410","Rockaways","Winter 2013-14","12/01/2013","9.87",
"213804","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","409","Kew Gardens and Woodhaven (CD9)","Winter 2013-14","12/01/2013","11.28",
"212691","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","306","Chelsea - Clinton","Winter 2013-14","12/01/2013","15.8",
"213771","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","206","Belmont and East Tremont (CD6)","Winter 2013-14","12/01/2013","12.85",
"212692","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","307","Gramercy Park - Murray Hill","Winter 2013-14","12/01/2013","16.44",
"213812","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","503","Tottenville and Great Kills (CD3)","Winter 2013-14","12/01/2013","11.58",
"211776","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","402","West Queens","Annual Average 2014","12/01/2013","21.87",
"213783","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","306","Park Slope and Carroll Gardens (CD6)","Winter 2013-14","12/01/2013","12.9",
"211761","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","202","Downtown - Heights - Slope","Annual Average 2014","12/01/2013","22.67",
"211886","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","306308","Chelsea-Village","Winter 2013-14","12/01/2013","15.31",
"213810","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","501","St. George and Stapleton (CD1)","Winter 2013-14","12/01/2013","11.97",
"213811","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","502","South Beach and Willowbrook (CD2)","Winter 2013-14","12/01/2013","11.85",
"213805","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","410","South Ozone Park and Howard Beach (CD10)","Winter 2013-14","12/01/2013","10.74",
"212680","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","206","Borough Park","Winter 2013-14","12/01/2013","11.67",
"212554","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","206","Borough Park","Annual Average 2014","12/01/2013","20.41",
"211392","375","Nitrogen dioxide (NO2)","Mean","ppb","Borough","3","Manhattan","Annual Average 2014","12/01/2013","26.7",
"213602","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","302","Fort Greene and Brooklyn Heights (CD2)","Annual Average 2014","12/01/2013","23.39",
"212694","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","309","Union Square - Lower East Side","Winter 2013-14","12/01/2013","13.62",
"212695","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","310","Lower Manhattan","Winter 2013-14","12/01/2013","14.49",
"212923","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","104","Pelham - Throgs Neck","Annual Average 2014","12/01/2013","8.97",
"211585","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","105106107","South Bronx","Winter 2013-14","12/01/2013","28.11",
"211563","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","208","Canarsie - Flatlands","Winter 2013-14","12/01/2013","25.35",
"211439","365","Fine particles (PM 2.5)","Mean","mcg/m3","Borough","5","Staten Island","Annual Average 2014","12/01/2013","8.41",
"213272","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","408","Hillcrest and Fresh Meadows (CD8)","Winter 2013-14","12/01/2013","26.71",
"212330","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","503","Willowbrook","Winter 2013-14","12/01/2013","21.86",
"211764","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","205","Sunset Park","Annual Average 2014","12/01/2013","20.23",
"213578","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","102","Greenwich Village and Soho (CD2)","Annual Average 2014","12/01/2013","28.08",
"213620","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","402","Woodside and Sunnyside (CD2)","Annual Average 2014","12/01/2013","21.94",
"213801","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","406","Rego Park and Forest Hills (CD6)","Winter 2013-14","12/01/2013","11.73",
"212559","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","211","Williamsburg - Bushwick","Annual Average 2014","12/01/2013","22.2",
"213273","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","409","Kew Gardens and Woodhaven (CD9)","Winter 2013-14","12/01/2013","28.18",
"212548","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","107","Hunts Point - Mott Haven","Annual Average 2014","12/01/2013","21.14",
"212552","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","204","East New York","Annual Average 2014","12/01/2013","19.75",
"213767","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","202","Hunts Point and Longwood (CD2)","Winter 2013-14","12/01/2013","13.15",
"212294","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","105","Crotona -Tremont","Winter 2013-14","12/01/2013","27.83",
"212671","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","104","Pelham - Throgs Neck","Winter 2013-14","12/01/2013","12.05",
"212319","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","402","West Queens","Winter 2013-14","12/01/2013","29.51",
"211861","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","104","Pelham - Throgs Neck","Winter 2013-14","12/01/2013","12.05",
